name,lead_score,tier,status,notes,phone,address,website,rating,review_count,signal_tags,latitude,longitude,place_id,first_seen_at
Luxe Nails,50,Warm,new,,(805) 978-0203,"587 N Ventu Park Rd, Newbury Park, CA 91320, USA",,4,64,established|no_website,34.1879062,-118.9126252,ChIJt_MlkoEw6IARFWuQqJuU4Tk,2026-04-26T13:01:34.698Z
Nice Nail & Spa,50,Warm,new,,(559) 625-2248,"5125 W Walnut Ave, Visalia, CA 93277, USA",,3.7,98,established|no_website,36.311543,-119.3474774,ChIJj7BLML0olYARUKgtbN_w0J8,2026-04-26T13:06:21.557Z
Family Fancy Nails & Spa Inc.,50,Warm,new,,(805) 525-7799,"266 Harvard Blvd, Santa Paula, CA 93060, USA",,3.8,140,established|no_website,34.3465745,-119.0679344,ChIJQV2KRXW16YARFu4S5IH8K50,2026-04-26T13:07:57.436Z
Beauty Station Hair and Nail Salon,50,Warm,new,,(760) 414-1008,"5525 Mission Rd G, Bonsall, CA 92003, USA",http://www.beautystationbonsall.com/,4.8,80,established,33.2903654,-117.2266461,ChIJPd4h0tN53IAR70CmaFn3eB8,2026-04-26T13:08:44.547Z
S & T Nail Salon,50,Warm,new,,(760) 723-4062,"855 S Main Ave # H, Fallbrook, CA 92028, USA",,3.6,105,established|no_website,33.37610890000001,-117.2528308,ChIJK8AnY7x-3IARu7c3uo_AHZI,2026-04-26T13:08:44.557Z
"So Cal Tanning Hair, Skin & Nail Salon",50,Warm,new,,(760) 451-8628,"1593 S Mission Rd, Fallbrook, CA 92028, USA",https://socaltanning.com/,4.8,55,established,33.3641341,-117.2496307,ChIJuZYPdLR-3IAR-UoS5FopEt8,2026-04-26T13:08:44.565Z
Sun Nails & Spa,50,Warm,new,,(909) 793-8171,"330 N 6th St, Redlands, CA 92374, USA",http://sunnailsspa.com/,3.7,58,established,34.0580919,-117.179594,ChIJExoAnQyq3IARmpDFbQH7-kc,2026-04-26T13:09:40.052Z
Bellezza air and nail studio,50,Warm,new,,(760) 218-7399,"17131 Main St, Hesperia, CA 92345, USA",http://www.bellezzahairsudio.com/,4.5,97,established,34.4193514,-117.2890388,ChIJkeJLnfRdw4AReIG9CXLMSU4,2026-04-26T13:09:51.190Z
Hair & Nail Republic,50,Warm,new,,(760) 981-4600,"17003 Bear Valley Rd Suite #E, Hesperia, CA 92345, USA",https://linktr.ee/hairandnailrepublic_?fbclid=PAAaa_i9xIWRnd76ETtADiNhEHfXBJ4MHnlS8Hsri5nhfswa5QmKqwwAKVfBc,4.5,71,established,34.4702578,-117.2926351,ChIJoxluSudmw4AR47ctg-0mnkM,2026-04-26T13:09:51.195Z
Crystal's Nails & Spa,50,Warm,new,,(760) 998-3535,"Hesperia, CA 92345, USA",http://crystals-spa-hesperia.keeq.io/,4.7,85,established,34.4210927,-117.3039894,ChIJr4GCX31nw4ARwUp5nbkOwX4,2026-04-26T13:09:51.209Z
Kimberly Nail & Spa,50,Warm,new,,(760) 948-2858,"16922 Main St C, Hesperia, CA 92345, USA",,3.2,91,established|no_website,34.4209712,-117.2939283,ChIJ3bW7AItdw4AR729VC7BlFDo,2026-04-26T13:09:51.214Z
Magic nails,50,Warm,new,,(760) 244-8305,"17210 Main St, Hesperia, CA 92345, USA",,4,68,established|no_website,34.4197788,-117.2868792,ChIJnV9MkvNdw4ARxjf5sSbIFx8,2026-04-26T13:09:51.216Z
Paradise Nails & Skin Care - San Bernardino,50,Warm,new,,(909) 880-9098,"3205 Kendall Dr # 2B, San Bernardino, CA 92407, USA",https://www-cafe.com/paradise-nails-skin-care/,4.1,57,established,34.1915899,-117.360736,ChIJgUVdGNhRw4ARUcrXpPECCRU,2026-04-26T13:10:49.545Z
Bellagio Nail Spa,50,Warm,new,,(760) 436-9999,"270 N El Camino Real J, Encinitas, CA 92024, USA",https://bellagionailspaencinitas.com/,4.5,103,established,33.0522966,-117.263132,ChIJ4x1FpY4L3IARwCtLKQsTZ0Y,2026-04-26T13:13:43.970Z
Best Nails,50,Warm,new,,(760) 943-8749,"439 Encinitas Blvd, Encinitas, CA 92024, USA",,4.1,71,established|no_website,33.0468945,-117.2837506,ChIJwUgkvm4M3IARITOQJ9gFKVs,2026-04-26T13:13:43.972Z
NC's Nails,50,Warm,new,,(760) 942-0682,"257 N El Camino Real C, Encinitas, CA 92024, USA",,4.1,57,established|no_website,33.0524936,-117.2598498,ChIJD64ilI4L3IARsnb5fqjdoXw,2026-04-26T13:13:43.975Z
Color Nails & Spa La Costa Town Square Center,50,Warm,new,,(760) 944-1590,"3433 Via Montebello #170, Carlsbad, CA 92009, USA",https://www.yelp.com/biz/color-nails-at-la-costa-town-center-carlsbad,3.5,51,established,33.0814886,-117.2326958,ChIJ5zKPW3gL3IARMXWxb4g6K78,2026-04-26T13:13:46.926Z
NailPop,50,Warm,new,,(760) 436-4111,"1289 Encinitas Blvd, Encinitas, CA 92024, USA",http://www.nailpop.com/,4.1,59,established,33.0451161,-117.2613623,ChIJkxxKQI4L3IARU3IsZZyUULs,2026-04-26T13:13:46.928Z
Nails 4 You,50,Warm,new,,(760) 744-3485,"844 W San Marcos Blvd #111, San Marcos, CA 92078, USA",,4.5,128,established|no_website,33.1366745,-117.1832371,ChIJiy86blB13IARagBHfrD8Q24,2026-04-26T13:14:23.006Z
Gel Touch Nail Spa,50,Warm,new,,(760) 918-3474,"2521 Palomar Airport Rd #101, Carlsbad, CA 92011, USA",http://www.geltouchnailspa.com/,4.3,142,established,33.1273606,-117.2694524,ChIJ80JQIWBz3IARtRMQZKbOaik,2026-04-26T13:14:23.015Z
V Nail Salon,50,Warm,new,,(760) 917-9696,"1580 S Melrose Dr #113, Vista, CA 92081, USA",https://booking.gocheckin.net/v2/10070,4.4,128,established|go_checkin_detected,33.1681288,-117.2469661,ChIJ3cEIeml03IARvnqQUTtB4ZA,2026-04-26T13:14:23.023Z
Mommy & Me Nails,50,Warm,new,,(760) 304-2886,"1582 W San Marcos Blvd STE 104, San Marcos, CA 92078, USA",https://mommymenails.schedulista.com/,5,53,established,33.131702,-117.202155,ChIJRZ4VuS913IAR2uVWmAe2l8A,2026-04-26T13:14:23.026Z
Swan Nails & Spa,50,Warm,new,,(760) 216-6590,"1450 W Mission Rd, San Marcos, CA 92069, USA",https://www.swannailsspa.com/,4,77,established,33.1509919,-117.1916145,ChIJj6Cyl-113IARsrsBR7Cm4vU,2026-04-26T13:14:23.027Z
Be Polished Nails & Spa,50,Warm,new,,(760) 539-7680,"1921 W San Marcos Blvd UNIT 135, San Marcos, CA 92078, USA",http://bepolishednailsandspa.com/,3.9,109,established,33.1309761,-117.2104246,ChIJD8O6rjt13IARwboGMjPsfYw,2026-04-26T13:14:23.029Z
French Nails & Spa,50,Warm,new,,(760) 744-7555,"1501 San Elijo Rd S # 105, San Marcos, CA 92078, USA",,4.3,71,established|no_website,33.0973315,-117.2001089,ChIJE82zgusK3IARpYVCmloS_AQ,2026-04-26T13:14:25.976Z
Lucky Star Nails Salon,50,Warm,new,,(951) 679-5599,"27701 Scott Rd, Menifee, CA 92584, USA",https://linktr.ee/luckystarnailssalon,4.3,120,established,33.641151,-117.174901,ChIJkVBtlFid3IARHQq66EHR38Y,2026-04-26T13:15:05.039Z
Color Nails,50,Warm,new,,(760) 930-0664,"5617 Paseo Del Norte #212, Carlsbad, CA 92008, USA",,4,64,established|no_website,33.1261462,-117.3234218,ChIJbVF4zuRy3IARFG-VsaumI6w,2026-04-26T13:15:45.684Z
Nail Salon And Spa Carlsbad,50,Warm,new,,(760) 231-8122,"1833 S Coast Hwy, Oceanside, CA 92054, USA",https://bestnailspacarlsbad.com/,3.8,93,established,33.1739912,-117.3614735,ChIJzxtJeH1x3IAR6r9vZ2r0sFk,2026-04-26T13:15:45.686Z
Nail Design,50,Warm,new,,(760) 930-9449,"7130 Avenida Encinas #101, Carlsbad, CA 92011, USA",https://naildesigncarlsbad.com/,4,60,established,33.1015105,-117.310957,ChIJWYQYMSpz3IAREEI5cluKW2Q,2026-04-26T13:15:45.688Z
Princess Nails,50,Warm,new,,(760) 936-5728,"964 S Santa Fe Ave, Vista, CA 92084, USA",https://princessnailvista.com/,4.9,102,established,33.1936349,-117.2313951,ChIJjRrasjB13IARcznzZwChfxc,2026-04-26T13:16:10.580Z
Sparkle Nails n Spa,50,Warm,new,,(760) 216-6511,"800 Civic Center Dr Unit D, Vista, CA 92084, USA",https://sparklenailnspa.com/,4.3,145,established,33.1955618,-117.2333014,ChIJ9Y53I9h13IAR6-RdCj5M4aE,2026-04-26T13:16:13.566Z
Forever Nails Salon & Spa,50,Warm,new,,(760) 732-1474,"1031 S Santa Fe Ave C, Vista, CA 92083, USA",,4.5,120,established|no_website,33.1912923,-117.2297873,ChIJ-yFRAC903IARgb-0BIrZPDY,2026-04-26T13:16:13.568Z
Cee Cee Nails,50,Warm,new,,(760) 639-4650,"510 Hacienda Dr #102, Vista, CA 92081, USA",,4.1,105,established|no_website,33.1923361,-117.2512667,ChIJLTBGuR103IARaZbcfrzWuw4,2026-04-26T13:16:16.657Z
City Nails & Spa,50,Warm,new,,(909) 862-1645,"3693 E Highland Ave, Highland, CA 92346, USA",,3.6,86,established|no_website,34.1354548,-117.2071762,ChIJaYoPYT1Vw4ARboAPraFDTNk,2026-04-26T13:18:39.955Z
Pretty Nails,50,Warm,new,,(909) 792-7678,"1369 E Citrus Ave, Redlands, CA 92374, USA",,4.4,89,established|no_website,34.0559876,-117.1570511,ChIJO_jaLuZV24ARmXFWljv6gb0,2026-04-26T13:18:39.957Z
LUV IT NAILS,50,Warm,new,,(909) 863-9523,"7223 Church St # A12, Highland, CA 92346, USA",http://luvitnails.com/,4.1,72,established,34.1222038,-117.1729736,ChIJJet0XlVV24ARzn9pI7ZISiM,2026-04-26T13:18:39.959Z
Kim’s Studio Nails,50,Warm,new,,(909) 863-9636,"7955 Webster St SPC 10, Highland, CA 92346, USA",,4.4,61,established|no_website,34.108753,-117.1861121,ChIJayFLubqq3IARII7sKN1TJEk,2026-04-26T13:18:39.961Z
Lucky Nails & Spa,50,Warm,new,,(661) 854-3466,"341 Bear Mountain Blvd A, Arvin, CA 93203, USA",,4.1,70,established|no_website,35.2089781,-118.8274746,ChIJ5xEu9boP6oARLHhVgX-BaRo,2026-04-26T13:24:31.392Z
TOP NAILS,50,Warm,new,,(661) 454-6728,"620 Woollomes Ave #104, Delano, CA 93215, USA",https://www.facebook.com/TOP-NAILS-110474301442822,4.5,145,established,35.7460695,-119.2469344,ChIJf4Xngrjl6oARv4yFfS3tdaU,2026-04-26T13:25:06.624Z
Victoria Nails And Spa,50,Warm,new,,(661) 725-2598,"550 Woollomes Ave ste 104, Delano, CA 93215, USA",,3.2,111,established|no_website,35.7458953,-119.2479232,ChIJn6iIwHDl6oARYA2n57UB4kU,2026-04-26T13:25:06.628Z
Aqua nails &spa,50,Warm,new,,(661) 454-6441,"1617 Glenwood St # B, Delano, CA 93215, USA",,3.1,59,established|no_website,35.7767761,-119.2518757,ChIJzzeWJaTl6oARMYbKXPgRuQA,2026-04-26T13:25:06.631Z
Star Nails,50,Warm,new,,(559) 300-6124,"3292 S Mooney Blvd, Visalia, CA 93277, USA",,3.3,93,established|no_website,36.3014602,-119.31295,ChIJsxr-ii8vlYARw72ZSCutgFk,2026-04-26T13:25:32.908Z
Nails by Fabb,50,Warm,new,,(559) 856-2215,"2530 S Mooney Blvd suite a, Visalia, CA 93277, USA",,4.4,68,established|no_website,36.3079112,-119.3130939,ChIJn_5HkUgvlYARJXp-KHFw01s,2026-04-26T13:25:35.835Z
Take Over Nail & Lash Supplies Visalia,50,Warm,new,,(559) 372-7169,"3920 S Mooney Blvd, Visalia, CA 93277, USA",http://nailslash.com/,4.8,95,established,36.2954994,-119.3128123,ChIJsV8kwAIvlYARJV4pbBXNNwQ,2026-04-26T13:25:38.905Z
ABC Nail & Spa,50,Warm,new,,(559) 592-9454,"1110 W Visalia Rd # 112, Exeter, CA 93221, USA",,3.8,51,established|no_website,36.296585,-119.1548538,ChIJHT5l_FgxlYARMi5EYT_lwNs,2026-04-26T13:26:25.304Z
Sculpture Nails,50,Warm,new,,(559) 562-3592,"230 CA-65, Lindsay, CA 93247, USA",,3.5,82,established|no_website,36.2016194,-119.1021662,ChIJ01pT8BrL6oARM7bgR24TwjI,2026-04-26T13:26:42.860Z
Dreams Nails & Spa,50,Warm,new,,(805) 233-7655,"5000 Santa Rosa Rd Ste B, Camarillo, CA 93012, USA",https://dreamsnailsspa.com/,4.4,99,established,34.2184478,-119.0040511,ChIJC51svF426IARttMkXXoDNmI,2026-04-26T13:28:31.597Z
VIP Nail & Beauty,50,Warm,new,,(805) 498-8000,"1025 Broadbeck Dr Suite H, Newbury Park, CA 91320, USA",https://vipnailsbeautynewburypark.com/,4.5,103,established,34.19233510000001,-118.9370971,ChIJ-0yavrsw6IAReHGbds_-PZQ,2026-04-26T13:28:31.599Z
Crescent Nails,50,Warm,new,,(805) 983-1187,"1819 Ventura Blvd, Oxnard, CA 93036, USA",https://www.crescentnails.us/,4.4,134,established,34.2249124,-119.1537804,ChIJQ7Uj62xM6IARVDzHx920czo,2026-04-26T13:29:33.107Z
Victoria's Nails,50,Warm,new,,(805) 984-8794,"745 W Channel Islands Blvd, Port Hueneme, CA 93041, USA",http://victoriasnails.mysalononline.com/,4.6,113,established,34.1771138,-119.2201858,ChIJeW9QBhBO6IARwsUielpuJ7U,2026-04-26T13:29:33.117Z
COCO NAILS & SPA,50,Warm,new,,(805) 981-0100,"650 N Ventura Rd, Oxnard, CA 93030, USA",,4.7,91,established|no_website,34.2086584,-119.1931182,ChIJV9a0a85N6IARQhtNzfP7gfU,2026-04-26T13:29:33.119Z
World Nails and Spa,50,Warm,new,,(760) 732-1376,"985 S Santa Fe Ave #1, Vista, CA 92083, USA",https://sites.google.com/view/worldnailsnspa/home?authuser=1,4.3,61,established,33.1922645,-117.2312545,ChIJfWaBQi903IAR-6dp7lDUcis,2026-04-26T13:30:15.293Z
Top Nails & Spa,50,Warm,new,,(760) 724-0731,"1249E E Vista Way, Vista, CA 92084, USA",,4,89,established|no_website,33.2178826,-117.2245022,ChIJraavDox23IAR15TTNo1dI8E,2026-04-26T13:30:15.297Z
Silver Lakes Nail & Spa,50,Warm,new,,(760) 951-7569,"26719 Vista Rd, Helendale, CA 92342, USA",http://silver-spa-helendale.jany.io/,4.7,65,established,34.7370023,-117.3295782,ChIJCfVJ33B4w4ARkBf0mbIDVJE,2026-04-26T13:31:06.456Z
American Nails & Spa,50,Warm,new,,(909) 355-0803,"10036 Sierra Ave. A, Fontana, CA 92335, USA",http://www.americannailsandspa.online/,3.8,94,established,34.0715955,-117.4364408,ChIJ36aNz7lMw4ARsH8C0fs22PI,2026-04-26T13:31:28.242Z
Artistry Nail Supply,50,Warm,new,,(909) 791-8133,"11 W Colton Ave #1, Redlands, CA 92374, USA",https://z-p3.www.instagram.com/artistrynailsupply_/,4.6,70,established,34.06272939999999,-117.1829387,ChIJQeRKjOCr3IARgYSW0lWh9HM,2026-04-26T13:31:35.941Z
Blessing Nail,50,Warm,new,,(760) 961-1914,"21687 Yucca Loma Rd, Apple Valley, CA 92307, USA",,4.2,133,established|no_website,34.4992487,-117.1905663,ChIJo8qS-sVhw4ARr3lHcxnEWLE,2026-04-26T13:32:01.240Z
MIO Nail Spa 2,50,Warm,new,,(760) 666-9666,"15550 Main St Suite B-5, Hesperia, CA 92345, USA",https://mionailspa2.com/,4.9,77,established,34.4255836,-117.3229228,ChIJLQvTEcxnw4ARvt7iqLu4Zpk,2026-04-26T13:32:34.005Z
TQ Nail Salon,50,Warm,new,,(760) 995-4495,"16061 Bear Valley Rd #6, Hesperia, CA 92345, USA",http://tqnailsalon.com/,4.8,85,established,34.4699961,-117.3133122,ChIJxRDEWhhnw4AR2mNiiyOeNZE,2026-04-26T13:32:34.017Z
Royal Nails Spa,50,Warm,new,,(760) 241-8389,"12127 Mall Blvd C, Victorville, CA 92392, USA",,4.8,59,established|no_website,34.47136,-117.3515328,ChIJFWKmAZdnw4AR42SxVZaPPxE,2026-04-26T13:32:34.022Z
Sky Nails,50,Warm,new,,(760) 244-6657,"14073 Main St, Hesperia, CA 92345, USA",,4.2,81,established|no_website,34.426052,-117.3570556,ChIJP33lJeFnw4ARvB4YhfcY-XE,2026-04-26T13:32:37.014Z
Rizo Nails & Beauty Salon,50,Warm,new,,(442) 255-4053,"14235 Amargosa Rd, Victorville, CA 92392, USA",https://www.rizonails.com/,4.8,55,established,34.50940260000001,-117.3298284,ChIJg6nHyyZlw4ARdvb8Ybo9s3I,2026-04-26T13:33:24.349Z
Classic Nails,50,Warm,new,,(760) 955-9995,"16137 Green Tree Blvd #3, Victorville, CA 92395, USA",,4.5,86,established|no_website,34.5001212,-117.311953,ChIJKZusyoFmw4AR32AWBATIZ3A,2026-04-26T13:33:24.362Z
Elegant Nails,50,Warm,new,,(760) 241-2717,"14592 Palmdale Rd # D4, Victorville, CA 92392, USA",https://cixy.top/elegant-nails,3.9,118,established,34.5078568,-117.3450278,ChIJKYBFuO5lw4AR9DdB1jUZdJk,2026-04-26T13:33:24.364Z
Professional Nail & Spa,50,Warm,new,,(760) 243-7937,"15683 Roy Rogers Dr b204, Victorville, CA 92394, USA",https://www.facebook.com/pages/Professional-Nail-Spa/188159407889155,3.6,140,established,34.5211102,-117.3244372,ChIJsTvzZ7Zlw4ARxOT2i_c3M1Q,2026-04-26T13:33:27.342Z
Eagle Nails & Spa,50,Warm,new,,(760) 955-6438,"15329 Palmdale Rd I, Victorville, CA 92392, USA",,3.3,91,established|no_website,34.5056145,-117.3277813,ChIJUTtmi9plw4ARYAZmtJ2cD1I,2026-04-26T13:33:27.350Z
SM Spa Nail & Hair,50,Warm,new,,(760) 952-1716,"14712 La Paz Dr STE 102, Victorville, CA 92395, USA",https://cixy.top/sm-spa-nail-hair,3.2,93,established,34.5186,-117.3145335,ChIJQQHMKstlw4ARQn_uk5K2NFo,2026-04-26T13:33:27.354Z
Cherry Valley Nails & Hair,50,Warm,new,,(951) 845-7278,"10420 Beaumont Ave suite f, Cherry Valley, CA 92223, USA",http://cherryvalleynailsandhair.com/,4.4,85,established,33.9700109,-116.9768163,ChIJ02rswi5F24ARdb_rj62KWv8,2026-04-26T13:33:50.051Z
2000 Nails,50,Warm,new,,(909) 790-7825,"12138 4th St, Yucaipa, CA 92399, USA",https://2000nails.com/,4.3,138,established,34.0331847,-117.0523831,ChIJ0--nzh5R24ARMzgS6fmItm0,2026-04-26T13:33:50.052Z
Fashion Nails & Spa,50,Warm,new,,(951) 769-2229,"890 Oak Valley Pkwy, Beaumont, CA 92223, USA",,3.7,138,established|no_website,33.9477881,-116.9981907,ChIJORbzAcdE24ARGdRMak2cqgU,2026-04-26T13:33:50.057Z
Regal Nails & Spa,50,Warm,new,,(951) 816-3300,"39400 Murrieta Hot Springs Rd STE 115, Murrieta, CA 92563, USA",,4.9,91,established|no_website,33.5551705,-117.1561083,ChIJs7bRBEJ924ARDpcNhj6UYuI,2026-04-26T13:35:42.943Z
Radiance Nails & Spa,50,Warm,new,,(951) 695-6245,"39628 Winchester Rd, Temecula, CA 92591, USA",https://radiancenailsspa.com/,4.3,97,established,33.5410641,-117.1420504,ChIJLT7XJG5-24ARHJJh7QjvJTw,2026-04-26T13:35:42.950Z
Crystal Nails & Spa,50,Warm,new,,(951) 666-9168,"39500 Murrieta Hot Springs Rd Ste 101, Murrieta, CA 92563, USA",https://crystalnailsspamurrieta.com/,4.1,146,established,33.5564117,-117.1595764,ChIJs7pQrBl924ARKdrOqJN2FEw,2026-04-26T13:35:42.952Z
Blooming Nails and Spa,50,Warm,new,,(951) 698-2442,"28210 Clinton Keith Rd, Murrieta, CA 92563, USA",,3.5,92,established|no_website,33.5989739,-117.1675406,ChIJtRcwkpx924ARjI6mGQtdFDo,2026-04-26T13:35:42.953Z
Revive Nails and Spa,50,Warm,new,,(951) 676-8882,"27287 Nicolas Rd #106, Temecula, CA 92591, USA",https://revivenailsandspaca.com/,4.4,113,established,33.5379783,-117.1428232,ChIJ8Shzk25-24ARFPYFL6N7msM,2026-04-26T13:35:46.531Z
Healthy Nails Spa,50,Warm,new,,(951) 414-0989,"40573 Margarita Rd STE H, Temecula, CA 92591, USA",,4.8,83,established|no_website,33.525795,-117.1497586,ChIJAQAwn0B-24ARrHz7bOusRmk,2026-04-26T13:35:46.535Z
Ten Perfect Nails,50,Warm,new,,(951) 296-1180,"40820 Winchester Rd # 2100, Temecula, CA 92591, USA",http://www.tenperfectnailsalons.com/,3.7,104,established,33.5258975,-117.1530492,ChIJpf5z7D1-24ARCb4Dsy_MVc8,2026-04-26T13:35:46.544Z
Bella Nails & Spa,50,Warm,new,,(951) 461-7561,"40250 Murrieta Hot Springs Rd # 114, Murrieta, CA 92563, USA",https://bella-nails-spa-murrieta.square.site/,4.5,82,established|square,33.5555381,-117.1748333,ChIJaSeQ4fd924ARDhmd9SzyWpM,2026-04-26T13:35:46.551Z
Blue Jay Nails & Spa,50,Warm,new,,(909) 336-3204,"27177 CA-189 B, Blue Jay, CA 92317, USA",,3.8,140,established|no_website,34.2456456,-117.2102654,ChIJ15VdS65Xw4AR6G42eTOjyxA,2026-04-26T13:37:10.127Z
Enchanti Nails and Spa,50,Warm,new,,(760) 603-8186,"5814 Van Allen Way # 170, Carlsbad, CA 92008, USA",https://www.vagaro.com/enchantinailsandspa,4.7,102,established|vagaro,33.1346544,-117.2877177,ChIJc2daffZz3IARZZ2eeffDgSg,2026-04-26T13:38:06.630Z
Happiness Nails & Spa,50,Warm,new,,(760) 603-9604,"2669 Gateway Rd #102, Carlsbad, CA 92009, USA",https://happinessnailsandspaoceanside.com/,3.5,79,established,33.1264236,-117.2525924,ChIJIQ_G9bx03IARJ-hTwSDxE0c,2026-04-26T13:38:06.645Z
TM Nails & Spa,50,Warm,new,,(760) 539-7166,"1551 W Mission Rd STE E, San Marcos, CA 92069, USA",,4.3,100,established|no_website,33.1513688,-117.1942369,ChIJR-X8bEF13IARhlb_NwbFYwU,2026-04-26T13:38:26.555Z
Be Polished Nails,50,Warm,new,,(760) 744-1994,"1641 Grand Ave STE 104, San Marcos, CA 92078, USA",https://bepolishednails.us/,3.9,98,established,33.1453156,-117.1995825,ChIJ5wS2DhV13IAR-SI0xNoHd6w,2026-04-26T13:38:26.559Z
Bonitas Nails,50,Warm,new,,(760) 741-6232,"609 N Broadway # B, Escondido, CA 92025, USA",,4.9,95,established|no_website,33.1266676,-117.0856367,ChIJn-IeJQz124ARii4UcSYcZ7s,2026-04-26T13:39:06.094Z
Serenity Happy Nails,50,Warm,new,,(760) 737-8540,"529 N Broadway, Escondido, CA 92025, USA",,4.3,96,established|no_website,33.1261687,-117.0839301,ChIJGXaDgn3z24ARna2MXrTwzhs,2026-04-26T13:39:06.102Z
Manifique Nails,50,Warm,new,,(760) 738-4761,"935 W Mission Ave, Escondido, CA 92025, USA",https://www.vagaro.com/manifiquenailspa,4.8,61,established|vagaro,33.1256647,-117.097933,ChIJFff1k5b124ARae_qRG4dp9o,2026-04-26T13:39:06.111Z
Nail It,50,Warm,new,,(951) 765-3206,"4672 W Florida Ave #104, Hemet, CA 92545, USA",https://nailitsalon.com/,3.9,133,established,33.74539499999999,-117.0220007,ChIJ03CZt1Fl24ARkSsy7LDeVTw,2026-04-26T13:39:38.370Z
Ly Ly & Van Nails,50,Warm,new,,(951) 929-9319,"Crossroad Shopping Center, 3140 W Florida Ave, Hemet, CA 92545, USA",http://instagram.com/lylyandvannails,3.7,88,established,33.7484986,-117.004945,ChIJGUtNCOFl24ARU9lCT3RlSFQ,2026-04-26T13:39:38.371Z
Professio Nail,50,Warm,new,,(951) 929-6339,"3523 W Stetson Ave, Hemet, CA 92545, USA",,3.6,97,established|no_website,33.7290162,-117.0081123,ChIJnxfFLOtl24ARIjtoX6erPPM,2026-04-26T13:39:38.375Z
Envious Nail & Spa,50,Warm,new,,(951) 925-7200,"3380 Wentworth Dr, Hemet, CA 92545, USA",https://myweb33.site/explore/envious-nail-spa,3,94,established,33.736282,-117.007882,ChIJ3963uOll24ARRctlqDKPUmQ,2026-04-26T13:39:38.376Z
Hollywood Nails,50,Warm,new,,(951) 652-4538,"3215 W Florida Ave, Hemet, CA 92545, USA",,3.2,98,established|no_website,33.7463834,-117.0059895,ChIJYX8KquFl24ARVNeBlK6nTMc,2026-04-26T13:39:38.378Z
Aloha Nails and Boutique,50,Warm,new,,(951) 699-2434,"27517 Ynez Rd, Temecula, CA 92591, USA",,4.4,93,established|no_website,33.5037968,-117.1510065,ChIJAz3mvuh_24AR3SWLSAvsxJQ,2026-04-26T13:41:19.294Z
Bright Star Nails And Spa,50,Warm,new,,(951) 677-2200,"39040 Sky Canyon Dr STE 106, Murrieta, CA 92563, USA",https://brightstarnails951.wixsite.com/home,4.1,78,established,33.5513333,-117.1371306,ChIJrzBvPHh-24ARwOuGd2reiA8,2026-04-26T13:41:22.308Z
Temecula Nail Bar,50,Warm,new,,(951) 240-7161,"29073 Overland Dr ste B, Temecula, CA 92591, USA",http://temeculanailbar0000.simplepos.us/,4.1,61,established,33.5190102,-117.1519952,ChIJ5wwPcH5_24ARYzPmy38AUM0,2026-04-26T13:41:22.312Z
4 Seasons Nails Spa,50,Warm,new,,(951) 506-8998,"27725 Jefferson Ave #107, Temecula, CA 92590, USA",https://nails4seasons.com/4-seasons-nails-spa,4.8,99,established,33.511767,-117.159494,ChIJ4wiUujF-24AR1GjBGy51ThE,2026-04-26T13:41:22.332Z
Old Town Nails & Spa,50,Warm,new,,(951) 308-1580,"28310 Old Town Front St, Temecula, CA 92590, USA",https://oldtownnailsandspatemecula.com/,4.2,150,established,33.49764529999999,-117.1528396,ChIJF9Z47ch_24ARs7WzfM4N1gM,2026-04-26T13:41:25.438Z
Highland Nails,50,Warm,new,,(909) 425-8860,"7235 Boulder Ave, Highland, CA 92346, USA",,4,97,established|no_website,34.1228475,-117.1940244,ChIJmaxOPEpVw4AR0WBhQPpLn1M,2026-04-26T13:43:18.827Z
Shiny Nails,50,Warm,new,,(909) 862-9050,"4160 E Highland Ave, Highland, CA 92346, USA",,3.5,139,established|no_website,34.13768,-117.196669,ChIJiybah0BVw4ARyom27xzZJMk,2026-04-26T13:43:18.829Z
Deluxe Nails & Spa,50,Warm,new,,(661) 240-5247,"2345 CA-46, Wasco, CA 93280, USA",https://deluxenailandspaca.com/,3.8,141,established,35.60034,-119.3523654,ChIJGZNW8p7-6oARFq2DEBwfdUQ,2026-04-26T13:46:45.149Z
Vip Nails & Spa,50,Warm,new,,(818) 888-8578,"21805 Ventura Blvd, Woodland Hills, CA 91364, USA",,3.6,57,established|no_website,34.1695385,-118.6024102,ChIJa-vekr2ewoARp27ODz__6Bw,2026-04-26T13:49:23.128Z
Art Nails,50,Warm,new,,(559) 596-5004,"2130 E El Monte Way, Dinuba, CA 93618, USA",,4.4,51,established|no_website,36.5443097,-119.3720309,ChIJeVPfq0AflYARxQoo20E8iD8,2026-04-26T13:51:57.794Z
Fashion Nails & Spa,50,Warm,new,,(559) 591-4684,"1401 W El Monte Way, Dinuba, CA 93618, USA",,3,140,established|no_website,36.54670350000001,-119.4104794,ChIJqSm1NvwdlYARB4EfKY1KY0o,2026-04-26T13:51:57.796Z
Nail Tech & Spa,50,Warm,new,,(559) 638-6989,"937 Manning Ave, Reedley, CA 93654, USA",,3.4,95,established|no_website,36.6029029,-119.4584947,ChIJh6bbrtbilIARwwepqMrCPRQ,2026-04-26T13:51:57.798Z
